rank,cum_expected_profit
923,13447.668798126742
924,13452.8090795799
925,13457.927133660787
926,13463.035811167554
927,13468.142398730692
928,13473.239806028932
929,13478.303468437274
930,13483.342187744536
931,13488.379587671596
932,13493.399828249168
933,13498.407112998904
934,13503.368184161043
935,13508.321940937849
936,13513.25773794953
937,13518.187004586032
938,13523.082918880538
939,13527.95808434199
940,13532.830211495902
941,13537.698442658591
942,13542.559193354211
943,13547.417689218479
944,13552.264144379185
945,13557.109102577098
946,13561.948389666151
947,13566.784162838609
948,13571.615284776122
949,13576.410640962305
950,13581.199955442313
951,13585.964776044753
952,13590.724065683009
953,13595.460167348196
954,13600.19485741905
955,13604.92370475653
956,13609.62607252764
957,13614.323402945161
958,13619.0000673147
959,13623.663511198936
960,13628.31911272552
961,13632.972508614941
962,13637.620990678224
963,13642.262246847273
964,13646.901325684863
965,13651.539046012475
966,13656.172696465273
967,13660.789478253337
968,13665.393711354127
969,13669.996364572393
970,13674.596699063415
971,13679.19276912259
972,13683.78816106165
973,13688.378241511786
974,13692.956327874206
975,13697.52401836257
976,13702.06105728475
977,13706.596571995111
978,13711.131572540806
979,13715.662173101959
980,13720.144358315623
981,13724.61632645034
982,13729.085584939641
983,13733.550605527322
984,13737.99883512312
985,13742.434352942626
986,13746.854805236995
987,13751.258213588328
988,13755.6555976263
989,13760.052688470118
990,13764.404273428017
991,13768.750551742749
992,13773.091775933417
993,13777.41436522727
994,13781.725993747592
995,13786.031980829643
996,13790.315856394152
997,13794.590420872593
998,13798.864612208941
999,13803.132441307524
1000,13807.396404980973
1001,13811.656654010974
1002,13815.9133221194
1003,13820.160250120392
1004,13824.39209445162
1005,13828.592886364546
1006,13832.777278830567
1007,13836.951218707049
1008,13841.119676784523
1009,13845.268842601112
1010,13849.389641579619
1011,13853.509121230612
1012,13857.616069381222
1013,13861.716709771374
1014,13865.798607206483
1015,13869.875984373206
1016,13873.952452408666
1017,13878.021022601377
1018,13882.083649448126
1019,13886.141803300618
1020,13890.183026875831
1021,13894.220168636699
1022,13898.245144261768
1023,13902.264562182641
1024,13906.269275456523
1025,13910.271782610413
1026,13914.268576552897
1027,13918.264342919998
1028,13922.259518253533
1029,13926.238352023236
1030,13930.211625323438
1031,13934.177552979116
1032,13938.118569937524
1033,13942.044194150787
1034,13945.950327886363
1035,13949.85079959411
1036,13953.73641097574
1037,13957.61970267188
1038,13961.495791889018
1039,13965.367654013022
1040,13969.236757402638
1041,13973.105739686358
1042,13976.971703446843
1043,13980.837624022015
1044,13984.668722170136
1045,13988.489330525374
1046,13992.308451511371
1047,13996.111611824652
1048,13999.887918680206
1049,14003.661855228971
1050,14007.434321936262
1051,14011.198218026559
1052,14014.946395498975
1053,14018.686480807359
1054,14022.424941813453
1055,14026.135189376204
1056,14029.843355347344
1057,14033.549523790118
1058,14037.245621063976
1059,14040.938192837235
1060,14044.61962029097
1061,14048.299731292043
1062,14051.962895770428
1063,14055.620555048656
1064,14059.276238571361
1065,14062.918664042785
1066,14066.534662026981
1067,14070.145577904601
1068,14073.752460308377
1069,14077.319199939737
1070,14080.88191924811
1071,14084.439961812837
1072,14087.991431054657
1073,14091.542152728132
1074,14095.084424484847
1075,14098.605389412767
1076,14102.107377340752
1077,14105.606220951382
1078,14109.092156823184
1079,14112.574279581246
1080,14116.054296506287
1081,14119.533732155249
1082,14123.01102553787
1083,14126.47810315399
1084,14129.93774166434
1085,14133.397332160594
1086,14136.84930034649
1087,14140.295594860898
1088,14143.7065757378
1089,14147.104566823695
1090,14150.467406927015
1091,14153.824407332459
1092,14157.174616779008
1093,14160.522485996255
1094,14163.863407878727
1095,14167.193850384067
1096,14170.517698612945
1097,14173.83903666058
1098,14177.147727910857
1099,14180.454081104896
1100,14183.73959862074
1101,14187.024961294985
1102,14190.299192473245
1103,14193.556667406348
1104,14196.811590908728
1105,14200.05676873026
1106,14203.299285976256
1107,14206.5310050512
1108,14209.745748978265
1109,14212.958764651177
1110,14216.171357469177
1111,14219.37558267848
1112,14222.569402189638
1113,14225.763131851036
1114,14228.94738894063
1115,14232.12380661572
1116,14235.279199051722
1117,14238.425230441127
1118,14241.565196555113
1119,14244.70487871834
1120,14247.841669805131
1121,14250.974936713641
1122,14254.102709210025
1123,14257.22344475936
1124,14260.333617853068
1125,14263.442471630357
1126,14266.549582499643
1127,14269.64820053446
1128,14272.737837700322
1129,14275.822025080264
1130,14278.895166708571
1131,14281.953635328093
1132,14284.99686025226
1133,14288.033296393198
1134,14291.059054666179
1135,14294.080920583603
1136,14297.064598214272
1137,14300.027643704669
1138,14302.985973401059
1139,14305.944004110615
1140,14308.900205746006
1141,14311.844555015292
1142,14314.774515713767
1143,14317.686538252065
1144,14320.579450711988
1145,14323.45471075028
1146,14326.292474304211
1147,14329.128739381309
1148,14331.961507031205
1149,14334.774862747714
1150,14337.553554687895
1151,14340.318612791285
1152,14343.081074009151
1153,14345.834456065302
1154,14348.57803432026
1155,14351.304064511422
1156,14354.010458718029
1157,14356.706728085524
1158,14359.402192337826
1159,14362.093989590683
1160,14364.784379107661
1161,14367.464926748284
1162,14370.134294288571
1163,14372.795075402651
1164,14375.449871789002
1165,14378.09936307566
1166,14380.748628254396
1167,14383.395137725016
1168,14386.04133570141
1169,14388.657322601768
1170,14391.267044416763
1171,14393.864800636764
1172,14396.458426102014
1173,14399.045074964113
1174,14401.609305121478
1175,14404.161523501589
1176,14406.71281193189
1177,14409.258690549352
1178,14411.791924497673
1179,14414.311702386765
1180,14416.827893279962
1181,14419.342070193676
1182,14421.84780377384
1183,14424.327884735772
1184,14426.801908692718
1185,14429.269482274221
1186,14431.736174533402
1187,14434.196385983814
1188,14436.644211409846
1189,14439.09091461895
1190,14441.537538901026
1191,14443.9789646607
1192,14446.419732375163
1193,14448.856517473854
1194,14451.278631773115
1195,14453.70011331545
1196,14456.119970573764
1197,14458.537052844527
1198,14460.951989767287
1199,14463.36632350288
1200,14465.7676325594
1201,14468.166101747036
1202,14470.556379624411
1203,14472.935986985782
1204,14475.303984262102
1205,14477.660715082133
1206,14480.017073110886
1207,14482.35340627711
1208,14484.688974762903
1209,14487.022535415768
1210,14489.344598453972
1211,14491.664478260278
1212,14493.969924883648
1213,14496.266427462428
1214,14498.560245243883
1215,14500.84990890229
1216,14503.13247009168
1217,14505.404097920056
1218,14507.665008456946
1219,14509.92441716496
1220,14512.165584935465
1221,14514.397199762883
1222,14516.62799362748
1223,14518.853273911873
1224,14521.068652159925
1225,14523.282780534017
1226,14525.494034044255
1227,14527.704441161752
1228,14529.913381205126
1229,14532.112123603481
1230,14534.306735361042
1231,14536.494347710715
1232,14538.681658461106
1233,14540.867446581764
1234,14543.033897719739
1235,14545.200115987273
1236,14547.359579719925
1237,14549.502562180249
1238,14551.639813017753
1239,14553.776117869524
1240,14555.901833767986
1241,14558.027194044424
1242,14560.143136308445
1243,14562.257976403289
1244,14564.361577186915
1245,14566.465133841122
1246,14568.560031190906
1247,14570.648155382834
1248,14572.730406415452
1249,14574.811978092688
1250,14576.884253926191
1251,14578.956415437959
1252,14581.018382967892
1253,14583.079509611
1254,14585.138713630276
1255,14587.194409023014
1256,14589.237102691559
1257,14591.277830795594
1258,14593.30872398887
1259,14595.333895670068
1260,14597.357407591684
1261,14599.380327601519
1262,14601.401785887756
1263,14603.422217728108
1264,14605.441328407265
1265,14607.454957359289
1266,14609.468046525728
1267,14611.47847422909
1268,14613.487896649793
1269,14615.495866693884
1270,14617.497819380445
1271,14619.47962200062
1272,14621.457085179856
1273,14623.42210466119
1274,14625.386714091861
1275,14627.347705862134
1276,14629.305386270571
1277,14631.25500025794
1278,14633.202639577683
1279,14635.14824357875
1280,14637.092762126304
1281,14639.037153621575
1282,14640.981022644062
1283,14642.922942644977
1284,14644.856781611075
1285,14646.780361328252
1286,14648.685791650621
1287,14650.589336690111
1288,14652.486938299367
1289,14654.380394846254
1290,14656.272159453807
1291,14658.145090875785
1292,14660.00872930415
1293,14661.861576652931
1294,14663.706223537425
1295,14665.544093351657
1296,14667.374905088402
1297,14669.20352422446
1298,14671.024592788692
1299,14672.84457792514
1300,14674.663283928818
1301,14676.479662109126
1302,14678.282224766195
1303,14680.08368920162
1304,14681.883295802563
1305,14683.68136635624
1306,14685.465758782137
1307,14687.249843908176
1308,14689.027925701315
1309,14690.80264827808
1310,14692.575517704947
1311,14694.343538743464
1312,14696.11043754906
1313,14697.85775747432
1314,14699.60326676785
1315,14701.344529512302
1316,14703.073315315893
1317,14704.796361212173
1318,14706.513598535972
1319,14708.227280938952
1320,14709.937934018973
1321,14711.641473757549
1322,14713.34035364424
1323,14715.037526042186
1324,14716.724608876211
1325,14718.408053652915
1326,14720.087801750264
1327,14721.765016812607
1328,14723.437636094326
1329,14725.101366269482
1330,14726.764674564583
1331,14728.427901670211
1332,14730.084910262114
1333,14731.736025957867
1334,14733.380199446889
1335,14735.020289427737
1336,14736.639764289588
1337,14738.258236437418
1338,14739.862153887612
1339,14741.454159160825
1340,14743.036266655201
1341,14744.617537066262
1342,14746.172198768118
1343,14747.724661040511
1344,14749.274423946083
1345,14750.81997771197
1346,14752.35309799114
1347,14753.884181430234
1348,14755.409130217002
1349,14756.932792387992
